claim_id,policy_number,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
CLM-00958,471938,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,3915 Embaracadero St,19,1,NO,2,1,NO,86130,15660,15660,54810,Chevrolet,Silverado,1995,N
CLM-00959,564654,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,13,3,NO,1,3,NO,48000,9600,4800,33600,Dodge,RAM,1995,N
CLM-00960,645723,2015-02-04,Vehicle Theft,,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,NO,0,0,YES,3300,600,600,2100,Saab,92x,2008,N
CLM-00961,573572,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,9633 4th St,11,3,NO,1,2,YES,57200,11440,5720,40040,Toyota,Camry,2005,N
CLM-00962,437960,2015-01-02,Vehicle Theft,,Trivial Damage,Police,VA,Columbus,3492 Britain St,16,1,,2,0,,7590,1380,690,5520,Accura,MDX,2012,N
CLM-00963,649800,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,9,1,NO,0,2,,80080,12320,12320,55440,Chevrolet,Silverado,2013,N
CLM-00964,544225,2015-02-09,Vehicle Theft,,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,NO,0,0,YES,4800,960,480,3360,BMW,3 Series,2006,N
CLM-00965,390256,2015-02-06,Vehicle Theft,,Minor Damage,Police,WV,Springfield,6702 Andromedia St,7,1,,2,1,YES,3900,390,780,2730,Volkswagen,Jetta,2008,Y
CLM-00966,488597,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,12,1,,0,0,NO,90400,9040,9040,72320,BMW,3 Series,1995,N
CLM-00967,133889,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,3,YES,0,0,,62900,6290,12580,44030,Jeep,Grand Cherokee,1998,N
CLM-00968,931901,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,7897 Lincoln St,4,1,YES,1,2,NO,54200,5420,10840,37940,Nissan,Ultima,2014,Y
CLM-00969,769475,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003,N
CLM-00970,844062,2015-02-23,Vehicle Theft,,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,,2,3,,6600,600,1200,4800,Accura,MDX,2012,N
CLM-00971,844129,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,13,1,YES,2,0,YES,74140,13480,6740,53920,Ford,Escape,2007,N
CLM-00972,732169,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,0,1,NO,2,1,,67800,13560,6780,47460,Mercedes,C300,1995,N
CLM-00973,221854,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,22,1,,1,1,YES,55400,5540,11080,38780,Jeep,Grand Cherokee,2002,Y
CLM-00974,776950,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1229 5th Ave,15,1,YES,2,3,,49100,9820,4910,34370,Suburu,Impreza,1996,Y
CLM-00975,291006,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3884 Pine Lane,3,3,NO,2,1,,98280,15120,7560,75600,Chevrolet,Tahoe,2007,Y
CLM-00976,845751,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,7108 Tree St,18,2,YES,0,2,,66550,6050,12100,48400,Ford,Escape,2008,N
CLM-00977,889764,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,8014 Embaracadero Drive,17,3,,2,2,,70400,14080,7040,49280,Accura,RSX,2002,N
CLM-00978,929306,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,18,3,,1,1,NO,53280,4440,8880,39960,Suburu,Impreza,2015,Y
CLM-00979,515457,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,2889 Francis St,11,1,,2,3,YES,84590,15380,15380,53830,Dodge,Neon,1999,N
CLM-00980,556270,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,7504 Flute Drive,17,1,NO,0,2,YES,54560,9920,9920,34720,Saab,95,2004,N
CLM-00981,908935,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,7570 Cherokee Drive,12,1,YES,0,2,YES,82170,7470,7470,67230,Suburu,Forrestor,1999,N
CLM-00982,525862,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,4710 Lincoln Hwy,15,3,,1,2,NO,61100,6110,12220,42770,Dodge,Neon,2008,N
CLM-00983,490514,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,0,3,,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,Y
CLM-00984,774895,2015-02-26,Parked Car,,Trivial Damage,Police,SC,Arlington,7042 Maple Ridge,9,1,,2,1,,3440,430,430,2580,Suburu,Legacy,2002,N
CLM-00985,974522,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,4475 Lincoln Ridge,1,1,YES,2,1,NO,51390,5710,11420,34260,Toyota,Corolla,2013,N
CLM-00986,669809,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,9439 MLK St,22,1,,0,2,,76900,7690,7690,61520,Jeep,Wrangler,1995,N
CLM-00987,182953,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,8269 Sky Hwy,11,1,YES,2,3,,77000,15400,7700,53900,Toyota,Highlander,2015,Y
CLM-00988,836349,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Hillsdale,5663 Oak Lane,10,1,,0,3,,60320,9280,9280,41760,Chevrolet,Tahoe,2012,Y
CLM-00989,591269,2015-02-17,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Columbus,4633 5th Lane,5,1,YES,1,1,NO,60700,12140,6070,42490,Honda,Civic,1997,N
CLM-00990,550127,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9682 Cherokee Ridge,3,3,YES,1,2,,53280,5920,0,47360,Chevrolet,Malibu,2015,N
CLM-00991,663190,2015-01-31,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,4755 1st St,18,1,,2,2,YES,34290,3810,3810,26670,Jeep,Grand Cherokee,2013,N
CLM-00992,109392,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,5312 Francis Ridge,21,1,NO,0,1,NO,46980,0,5220,41760,Accura,TL,2002,N
CLM-00993,215278,2015-01-23,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,1705 Weaver St,6,3,YES,1,2,YES,36700,3670,7340,25690,Nissan,Pathfinder,2010,N
CLM-00994,674570,2015-02-17,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Hillsdale,1643 Washington Hwy,20,3,,0,1,,60200,6020,6020,48160,Volkswagen,Passat,2012,N
CLM-00995,681486,2015-01-22,Parked Car,,Minor Damage,,SC,Northbend,6516 Solo Drive,6,1,,1,2,YES,6480,540,1080,4860,Honda,Civic,1996,N
CLM-00996,941851,2015-02-22,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,6045 Andromedia St,20,1,YES,0,1,,87200,17440,8720,61040,Honda,Accord,2006,N
CLM-00997,186934,2015-01-24,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,3092 Texas Drive,23,1,YES,2,3,,108480,18080,18080,72320,Volkswagen,Passat,2015,N
CLM-00998,918516,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Arlington,7629 5th St,4,3,,2,3,YES,67500,7500,7500,52500,Suburu,Impreza,1996,N
CLM-00999,533940,2015-02-26,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Arlington,6128 Elm Lane,2,1,,0,1,YES,46980,5220,5220,36540,Audi,A5,1998,N
CLM-01000,556080,2015-02-26,Parked Car,,Minor Damage,Police,WV,Columbus,1416 Cherokee Ridge,6,1,,0,3,,5060,460,920,3680,Mercedes,E400,2007,N
